config_id,fetchWidth,decodeWidth,MemDispatchWidth,MemIssueWidth,MemNumEntries,IntDispatchWidth,IntIssueWidth,IntNumEntries,FpDispatchWidth,FpIssueWidth,FpNumEntries,maxBrCount,numFetchBufferEntries,numRasEntries,numRobEntries,numIntPhysRegisters,numFpPhysRegisters,numLdqEntries,numStqEntries,numDCacheBanks,ICacheWay,ICacheFetchBytes,ICacheTLB,DCacheWay,DCacheMSHR,DCacheTLB,ipc_Dhrystone,ipc_median,ipc_mm,ipc_multiply,ipc_qsort,ipc_rsort,ipc_spmv,ipc_towers,ipc_vvadd,avg_ipc,power_w,area_um2,runtime_s
2658,4,3,3,1,32,3,1,16,3,3,32,16,24,24,96,112,112,24,24,1,2,8,16,2,4,16,1.3238833570412518,0.6114477246358128,1.1850171886936594,0.779557761732852,0.5354183002854952,0.9155394206400975,0.8896384797610465,0.832687338501292,0.8750874737578727,0.8831418938943756,0.343674,1112932.454237,7230
2659,8,2,2,2,64,2,2,16,2,1,32,12,20,32,128,96,96,32,32,2,2,16,32,2,8,32,1.7829993486340472,0.7266738164547265,1.2953549060542797,1.2122199388501829,0.5860742806198903,1.043631687368203,1.1192821044447323,1.033680834001604,0.9727732399844419,1.0858544618235673,0.49724,1544688.289384,8310
2660,8,1,1,1,32,1,1,64,1,1,32,20,20,16,32,96,96,16,16,2,8,16,16,8,4,16,0.9916306623550283,0.5655854996422609,0.964069297700435,0.7765042059975599,0.4959430176565008,0.9920628943206243,0.8141672165142804,0.727289825089336,0.6703296703296703,0.7775091432895218,0.502692,1712091.530395,5743
2661,8,1,1,1,32,1,1,16,1,1,32,12,16,16,32,48,48,16,16,2,4,16,32,4,2,32,0.9915514265624001,0.5557768924302788,0.964069297700435,0.7765790065183187,0.4941425304268556,0.9608666131720264,0.7365167341718184,0.7279743975903614,0.6674673071790765,0.7638826895279522,0.43251799999999996,1365318.708865,4342
2662,8,5,5,1,16,5,3,64,5,5,64,20,20,24,130,96,96,24,24,2,2,16,32,2,2,32,1.9784655938436684,0.720163984208928,1.4804056069191769,1.4536875638636773,0.6025880437061488,0.977888058295119,1.1214983607621645,0.8532656663724625,1.0109135004042038,1.133208486486172,0.542092,1821856.123994,23004
2663,8,4,4,1,64,4,1,64,4,3,32,20,40,32,32,112,112,8,8,1,8,16,16,8,8,16,1.1883019879725745,0.6499931478689872,1.4443927137286854,0.7848959854606822,0.5723726866860562,1.3575154590137941,0.9455908916744211,0.7527739926026864,0.8821869488536155,0.9531137570957227,0.5459120000000001,1879076.929438,11897
2664,4,4,4,2,64,4,4,32,4,2,32,16,32,16,128,48,48,8,8,2,4,8,32,4,2,32,1.4159503415539565,0.6652173913043479,1.0689551210267896,1.0890710136443464,0.5461193792420814,1.2674458195168168,0.8178482660669901,0.8180664269092448,0.7852433281004709,0.9415463430405606,0.33038799999999996,1216753.922743,7945
2665,8,1,1,1,16,1,1,64,1,1,64,20,16,16,96,96,96,24,24,2,8,16,8,8,8,8,0.9915514265624001,0.5680239520958084,0.9641816557243308,0.7758067620452942,0.4967543299047803,0.9920284103746532,0.8196915776986952,0.7312783661119516,0.668359166221272,0.7786306274154651,0.535602,1787960.86761,6557
2666,4,1,1,1,64,1,1,32,1,1,32,12,8,32,96,96,96,32,32,2,4,8,32,4,8,32,0.9910868315123634,0.5627002016846601,0.9634704968944099,0.7762300606605257,0.4903255241911488,0.9805366591080876,0.7957529135381639,0.7237507018528916,0.6690743713215623,0.772547528973757,0.34530900000000003,1123463.289691,5306
2667,8,2,2,1,16,2,2,64,2,1,32,16,32,24,128,64,64,32,32,2,2,16,32,2,8,32,1.7203778328219157,0.7163570457634798,1.172421937739147,1.2185720763843402,0.577726565165971,0.9887918788760697,1.0701232732453696,0.8579986687375194,0.9869771112865036,1.0343718211133686,0.49546100000000004,1490338.022545,7416
2668,8,3,3,2,64,3,1,16,3,1,16,8,24,24,96,112,112,8,8,2,8,16,16,8,8,16,1.1656865876340954,0.6817593790426908,0.9877815808326037,0.7801864576276654,0.5785081026428377,1.388209256511905,0.9554756637168141,0.7856562373019098,0.8865650478553704,0.9122031459073214,0.513923,1788265.036475,8061
2669,4,1,1,1,32,1,1,64,1,1,64,16,32,32,96,64,64,32,32,2,4,8,8,4,4,8,0.9913137951419031,0.5591841546804999,0.9623497479643273,0.7760059038696014,0.48942843452124013,0.9827989944557319,0.7984377888704012,0.7241573033707865,0.6669333333333334,0.7722899395786471,0.334392,1097718.465984,5303
2670,8,4,4,1,16,4,3,64,4,4,32,20,24,24,96,64,64,24,24,2,2,16,16,2,4,16,1.9537329568713067,0.7088626513226722,1.3274322083756753,1.46842744383728,0.6008303475500372,0.9913794101640749,1.1045043317029506,0.8606721566881816,1.0158407798537774,1.1146313651517727,0.493996,1600820.374641,13270
2671,8,4,4,1,16,4,2,16,4,3,32,12,32,32,32,48,48,32,32,1,8,16,32,8,8,32,1.4195462345090561,0.7100299401197605,1.1395840029386106,1.1506803692073462,0.5877102463752265,1.2635738425891763,0.9068717517979946,0.8245202558635395,0.8840579710144928,0.9873971793794668,0.490173,1705430.619573,7662
2672,8,4,4,2,16,4,2,64,4,4,64,16,16,32,96,64,64,16,16,2,8,16,16,8,2,16,2.005192398845176,0.7635222150676111,1.9462829360100375,1.2174679083815756,0.60662239303402,2.0724849922540667,1.2853422619047619,1.045700378583018,1.0798791018998273,1.335832731775566,0.531685,1938848.373221,14689
2673,4,3,3,2,16,3,3,16,3,1,32,20,24,32,96,112,112,8,8,2,4,8,8,4,2,8,1.4533969438826901,0.6583842309827873,0.9976685291634844,1.0838972796127817,0.5482391351600726,1.598761974119097,0.9337837837837838,0.8323288850624193,1.001601922306768,1.0120069648970984,0.333132,1170513.288319,6226
2674,8,5,5,1,16,5,1,64,5,2,64,16,40,32,130,112,112,24,24,2,4,16,32,4,4,32,1.2990390050876202,0.6746799431009958,2.2946560650887573,0.7871952608794714,0.5720203464826411,1.3816455134463477,1.0875039345294302,0.8227659574468085,0.8828097423226262,1.0891461964871887,0.523064,1732487.094322,12746
2675,8,5,5,2,64,5,5,16,5,4,64,8,40,16,130,112,112,32,32,2,2,16,8,2,2,8,1.9308720863891453,0.7423696979182971,1.4760913524443915,1.4903253635691398,0.608549003387694,0.9976869384853817,1.1359900046031433,1.116017316017316,1.0651618398637137,1.1736737336309138,0.49434,1780785.58365,13606
2676,8,3,3,2,16,3,2,32,3,2,32,8,24,32,96,64,64,24,24,2,2,16,16,2,4,16,1.8890354794186897,0.7556157400031862,1.3416400886534408,1.2199858757062148,0.5999669891695348,0.998687755887602,1.071650124069479,1.060032894736842,0.9444864048338368,1.097900150275425,0.463857,1448827.770153,7579
2677,8,4,4,2,32,4,4,16,4,4,16,20,24,32,96,96,96,32,32,2,8,16,8,8,8,8,2.0176030003143395,0.7694678780012979,2.3673216329645173,1.4675364077669903,0.6169301499034089,2.471023694767526,1.3938195901242536,1.1202201622247971,1.083152880034647,1.4785639329001974,0.543933,2056712.970165,10452
2678,8,5,5,1,32,5,5,64,5,4,32,12,40,16,130,112,112,8,8,1,4,16,8,4,4,8,1.790081070944289,0.7215883158375171,1.5550751879699247,1.5065719803152058,0.6084171868538685,1.5559361767859414,1.0265628714048016,0.8051217988757027,1.0191524042379787,1.1765007770250255,0.49728500000000003,1793569.590419,12643
2679,8,1,1,1,16,1,1,32,1,1,64,12,24,32,128,48,48,16,16,2,8,16,32,8,4,32,0.9915461446264483,0.5613682092555332,0.964069297700435,0.7742668715584582,0.49574408343361415,0.98955185067468,0.767181081381148,0.725652092325014,0.6690743713215623,0.7709393335863213,0.480781,1646719.169838,5155
2680,8,4,4,1,16,4,2,64,4,4,16,12,16,32,64,64,64,32,32,2,4,16,16,4,4,16,1.946744757621712,0.7110944527736132,1.8990741449231006,1.238985655737705,0.5978801424203724,1.6167093101201884,1.174930286336122,0.8446920052424639,1.0117313915857604,1.2268713496401153,0.481296,1632020.239016,8862
2681,4,2,2,2,32,2,1,64,2,2,32,8,24,32,130,64,64,24,24,2,8,8,8,8,8,8,1.252223403253367,0.6286282306163022,1.578214421976345,0.7813711553372965,0.5402396324644726,1.384460524720055,1.0251312939500934,0.915699739521667,0.8790861159929702,0.9983393908702856,0.349885,1366400.252206,6465
2682,4,1,1,1,32,1,1,32,1,1,32,20,16,24,32,112,112,16,16,2,8,8,16,8,4,16,0.9913137951419031,0.5678199449299652,0.9633583045452782,0.7768034945718507,0.49224525235788935,0.9910925128490068,0.8125396862726653,0.7236152694610778,0.6678237650200267,0.7762902250166293,0.339813,1269754.870132,4479
2683,8,1,1,1,16,1,1,64,1,1,16,16,32,24,96,96,96,24,24,1,8,16,8,8,8,8,0.9914827657840489,0.5492762015055008,0.9641816557243308,0.7786291490937188,0.49671639631529024,0.9919019897471544,0.8228345519064517,0.7279743975903614,0.6609408033826638,0.7759931012277245,0.513848,1687233.040943,6305
2684,4,3,3,2,64,3,1,16,3,2,64,12,24,16,96,64,64,16,16,2,2,8,8,2,2,8,1.2690765790334897,0.6231769806858495,1.1455275546939905,0.7797085563221355,0.5360615918455867,0.8497481577053817,0.8866021709564013,0.9288974297381696,0.8606331727460427,0.8754924659696718,0.316081,1049914.622519,8288
2685,8,5,5,1,64,5,2,32,5,3,16,8,40,32,130,64,64,32,32,2,4,16,16,4,4,16,1.929891135303266,0.7212591240875912,1.9309888741927954,1.2361359570661896,0.5994577237980676,1.6059892707082832,1.1458989751583695,0.8570478723404256,1.0229038854805725,1.2277303131261732,0.479069,1627469.623375,9230
2686,8,4,4,2,16,4,4,16,4,2,64,20,40,16,128,48,48,24,24,2,4,16,8,4,4,8,1.5831157454264013,0.7671033478893741,1.08233395839693,1.253758424053914,0.5983027216482868,1.282779854519848,0.8677198181681192,0.9354136429608128,0.772390364422483,1.01587976416513,0.50138,1670544.565505,10350
2687,4,2,2,2,16,2,1,32,2,1,32,12,32,24,64,96,96,8,8,2,4,8,8,4,2,8,1.1393367365676301,0.6165345118939295,0.9530739986943666,0.7762798908682395,0.5398832769812771,1.2712472160356347,0.8525601480567551,0.7660459587955626,0.8565068493150685,0.8634965096898292,0.309602,1059052.032878,4671
2688,8,5,5,1,32,5,1,16,5,2,64,20,40,16,130,112,112,16,16,2,4,16,8,4,2,8,1.3141812225532696,0.6556538567873929,2.2205421848438758,0.7833705827098112,0.5744077635609015,1.2886104526470257,1.0703884999070574,0.8224159931943854,0.8784685634000703,1.067559902178199,0.500609,1663339.47033,10350
2689,4,2,2,1,64,2,2,64,2,2,32,20,40,32,64,48,48,8,8,1,8,8,8,8,8,8,1.3468935874614683,0.6656842105263158,1.1038516278242305,1.0897580318118325,0.5452736537910039,1.4084770020398762,0.8806810940327802,0.757938063504508,0.9181350954478708,0.9685213740488763,0.35050200000000004,1304408.308404,6419
2690,8,5,5,1,16,5,4,64,5,1,64,12,20,32,130,96,96,32,32,2,4,16,8,4,8,8,1.9871252882398156,0.7431839548730805,1.4911679884643114,1.5067597034452682,0.6105391599893294,1.8010917811389022,1.2731225587736752,0.8540194346289752,1.0233224222585924,1.2544813657568834,0.510776,1736583.941836,11483
2691,4,2,2,2,16,2,2,16,2,2,16,12,20,32,128,112,112,24,24,2,2,8,32,2,2,32,1.4933690620411897,0.6712425700537786,1.1158117160454974,1.080748949861471,0.5425448319761189,0.8908942395737951,0.9151590602071359,0.9612229679343773,0.9032141567352835,0.9526897282698497,0.322216,1069534.893039,6086
2692,8,4,4,2,16,4,3,64,4,3,64,16,16,16,32,112,112,32,32,2,2,16,8,2,4,8,1.8147588452651386,0.7607056936647955,1.3768445578608677,1.4183087027914614,0.60131561662231,0.9918502815041357,0.9244641853744682,1.0,0.9459152798789713,1.0926847958846833,0.508262,1715241.896292,15169
2693,8,4,4,2,32,4,1,32,4,4,16,8,24,32,32,64,64,24,24,2,8,16,8,8,8,8,1.3034600113442996,0.6687817258883249,1.9300878761956606,0.7798594092609312,0.5731584024338212,1.3907234747579755,1.0461771385314156,0.9797314416012162,0.8711250435388367,1.060344947061387,0.499335,1830900.310265,7800
2694,4,1,1,1,16,1,1,32,1,1,16,12,8,16,32,96,96,16,16,2,2,8,16,2,2,16,0.9904276433060015,0.5555815860372496,0.8406665989228737,0.7781281168559571,0.4852336081664704,0.7707476256920376,0.7573598719831649,0.724428624953166,0.6635712390554523,0.7295716572191525,0.283235,881294.161352,3392
2695,4,3,3,2,16,3,1,16,3,3,64,20,24,16,96,112,112,8,8,2,2,8,16,2,2,16,1.1832785572161442,0.6158940397350994,1.0426836953325211,0.7801109605831882,0.5355157397577832,0.8176257687459414,0.8268121664632542,0.7887007954313685,0.8656974731741087,0.8284799107154899,0.33355900000000005,1142062.284538,7278
2696,4,4,4,2,64,4,1,16,4,2,64,12,32,32,32,48,48,8,8,2,2,8,16,2,8,16,1.248619822237129,0.612474173553719,0.8503151980265863,0.7777277550889153,0.5277296212477048,0.809263880224579,0.745109879445319,0.7909592963796277,0.7977671451355662,0.7955518634821274,0.31105099999999997,1021670.697302,7570
2697,8,3,3,2,32,3,2,16,3,2,32,16,24,24,96,48,48,16,16,2,8,16,8,8,2,8,1.6024966639404243,0.7466939546599496,1.1716470754850588,1.1538645038167938,0.595994521763452,1.4222224067906413,0.9160082719126147,0.936319612590799,0.7707241910631741,1.0351079113358785,0.494721,1756386.364431,7323
2698,8,5,5,1,16,5,3,32,5,4,64,12,40,16,130,96,96,8,8,2,2,16,8,2,2,8,1.7799644271042516,0.7234594264795607,1.1315825468472165,1.454736842105263,0.5988477453992189,0.8779043537108053,0.9351485952471175,0.8076441102756893,1.001601922306768,1.0345433299417657,0.476585,1588583.086363,10965
2699,4,4,4,1,32,4,4,16,4,3,64,12,40,16,32,48,48,24,24,1,4,8,16,4,8,16,1.4824271481248457,0.6340061489105735,1.137703415081366,1.0979706723566531,0.5441189419554804,1.2667332445628052,0.8369467793900341,0.848398420359807,0.8903524385902456,0.9709619121479789,0.322312,1143786.621759,8447
2700,4,4,4,2,32,4,1,32,4,3,32,16,20,32,96,96,96,8,8,2,8,8,8,8,2,8,1.1836773627379908,0.6233407806544881,1.3921359658963428,0.7791810303166984,0.5368159981930798,1.3761602816018517,0.936238246213045,0.7807389460932768,0.8843705799151343,0.9436287990691008,0.343155,1408435.361905,7249
2701,8,5,5,1,16,5,2,16,5,5,64,12,40,16,130,96,96,16,16,2,2,16,16,2,2,16,1.9430867999373662,0.7294678560442941,1.412176386913229,1.2390491316153491,0.5970310039322532,0.9259858103869698,1.0987088977930421,0.8495166959578208,1.0121408336705786,1.089684824027878,0.4751,1621543.678437,11562
2702,8,3,3,1,16,3,2,16,3,2,32,12,24,24,96,96,96,32,32,1,4,16,16,4,8,16,1.8920309005895508,0.7254512083205873,2.2243233554400432,1.2397477957760918,0.5982187371427189,1.6436332571845425,1.2290562413290171,0.8530774321641297,1.0292181069958848,1.2705285594380626,0.493897,1577802.087206,7458
2703,8,2,2,1,32,2,1,16,2,2,32,20,40,32,96,64,64,32,32,2,8,16,32,8,8,32,1.306396597464943,0.6489259816664387,1.7442546911237613,0.7812197170359843,0.5671691792294807,1.3593366727262624,1.1045043317029506,0.8346643643427585,0.8778518778518779,1.0249248236827175,0.525667,1815758.862382,7255
2704,4,1,1,1,32,1,1,64,1,1,64,16,8,32,64,64,64,24,24,1,8,8,32,8,8,32,0.9912715614798404,0.5611025671359281,0.9634704968944099,0.7758316491835884,0.488019554109443,0.9917009324144321,0.8121385924498143,0.7237507018528916,0.6690743713215623,0.7751511585379899,0.348165,1228932.753208,5019
2705,4,3,3,2,32,3,2,16,3,3,64,16,24,24,96,112,112,24,24,2,8,8,32,8,2,32,1.5399723672344896,0.6561981184283343,1.6160307331683812,1.070606463036742,0.549875866487511,1.8553427091685266,1.0897334805235768,0.9782443713635214,1.0386212624584719,1.1549583746521728,0.374459,1528090.269596,8477
2706,4,3,3,2,16,3,2,16,3,2,16,8,24,24,96,64,64,24,24,2,4,8,32,4,8,32,1.539157398602555,0.6679340937896071,1.6146639776201939,1.0575451484542393,0.5493454828314257,1.623745946253485,1.0145651024842897,0.998966675277706,1.0133711507293355,1.1199216640047596,0.325489,1138948.777765,6202
2707,4,4,4,2,64,4,4,64,4,1,64,16,16,16,64,112,112,32,32,2,2,8,32,2,8,32,1.6005812853629593,0.6706730769230769,1.1025276531473502,1.0768991005432362,0.5436498161279538,0.9693026151930262,0.9377120369113855,1.0020730759264058,1.0334710743801654,0.9929877482795065,0.38140199999999996,1345697.332513,16265
2708,4,3,3,1,32,3,1,16,3,1,32,20,24,24,96,112,112,32,32,1,4,8,8,4,2,8,1.3279256912935535,0.63189448441247,1.3687200132355375,0.784743177909731,0.5389063065498642,1.2732890157937005,0.9445568374432719,0.8330461008186126,0.8696105702364395,0.9525213552992423,0.345435,1133535.531705,6725
2709,4,1,1,1,16,1,1,16,1,1,16,8,24,32,32,64,64,24,24,1,2,8,8,2,8,8,0.991160715236584,0.5461768770152003,0.8716066725197542,0.7775027325917829,0.4875709624860442,0.8157872170134919,0.7677265960047108,0.7202458558390762,0.667111229661243,0.7383209842630987,0.28415300000000004,863827.478447,3671
2710,4,3,3,2,64,3,2,64,3,2,32,8,24,24,96,48,48,8,8,2,4,8,32,4,8,32,1.3441896068632833,0.6609531772575251,1.0833733467196298,1.0579615048118984,0.541475169226051,1.276383070707673,0.8049485112529705,0.8061288305190745,0.770486752926679,0.9273222189205315,0.33893599999999996,1185150.626228,8923
2711,8,5,5,2,32,5,1,64,5,1,32,16,40,32,130,96,96,24,24,2,2,16,32,2,2,32,1.3215523117119163,0.6723844627161893,1.2590168924060265,0.7839037987812784,0.5660029127013931,0.9175458807769591,1.0261969822977308,0.9923017705927637,0.8797045374604291,0.9354010610494095,0.504991,1587555.34767,13636
2712,8,2,2,1,64,2,2,32,2,1,32,20,24,24,96,112,112,24,24,1,2,16,16,2,8,16,1.7198214929179256,0.6934210526315789,1.2525991723024124,1.218694885361552,0.5807617302225042,1.0198749255509232,1.0995830813786958,0.8581890812250332,0.9777169663799844,1.046740265330068,0.510313,1529905.558246,7868
2713,8,5,5,1,32,5,2,32,5,1,32,16,20,32,130,64,64,32,32,2,4,16,8,4,8,8,1.9435331460850136,0.7231285256898917,1.4472563997900751,1.2356307157819446,0.6020420590112187,1.6144077384319493,1.1419600066104776,0.8633623576691226,1.0300658978583197,1.1779318718808904,0.493938,1607664.775383,8737
2714,4,3,3,1,64,3,3,16,3,2,16,12,24,32,96,96,96,16,16,1,8,8,8,8,8,8,1.5866513233601842,0.6625226987009358,1.593106104371269,1.0988686446453724,0.5484434977478977,1.7871441095432914,1.0948095570061473,0.8446920052424639,1.0309150865622423,1.1385725585755337,0.349793,1339668.628029,6767
2715,8,2,2,1,16,2,2,16,2,2,64,12,20,24,64,48,48,24,24,1,2,16,8,2,8,8,1.5683627815272616,0.693319690103786,0.9770875162395182,1.226419878296146,0.5768474998716446,0.871151380720783,0.8007509212691496,0.8504508467121179,0.907145447950671,0.941281773632342,0.454765,1382993.994811,5993
2716,8,3,3,1,64,3,3,32,3,2,32,20,24,16,96,48,48,24,24,2,2,16,8,2,8,8,1.6887094579269675,0.7289073305670816,0.9405767991814151,1.259438629380826,0.5895156097211953,0.8865584940045975,0.79656015124268,0.8474687705456936,0.8853097345132743,0.9581161085648588,0.492301,1531778.189524,8557
2717,8,2,2,2,16,2,1,32,2,2,16,8,40,24,32,48,48,24,24,2,8,16,8,8,4,8,1.370445359033448,0.6717178869848464,1.1989855072463769,0.7819774961200207,0.5669428235898565,1.3611952400257554,0.9062295081967213,0.865294249272768,0.8036632390745502,0.9473834788382605,0.47030099999999997,1676331.240039,5807
2718,8,5,5,1,16,5,2,32,5,5,64,12,40,32,130,64,64,16,16,2,2,16,8,2,8,8,1.9530359784695772,0.7338697199442983,1.324527697726545,1.2386049370070675,0.5973195557402878,0.971375572233284,1.062325123758571,0.8627844712182061,1.013781921361978,1.0841805530510906,0.481902,1607330.879431,10178
2719,8,1,1,1,32,1,1,64,1,1,64,8,40,16,96,112,112,32,32,1,4,16,32,4,2,32,0.9915778370862832,0.5619002487856889,0.9641816557243308,0.777003148493221,0.4946587311434598,0.9869738381643487,0.82008070258723,0.7155810510732791,0.6665778251599147,0.7753927820241951,0.48674,1499487.456173,6210
2720,8,5,5,1,64,5,4,32,5,1,16,16,20,24,130,48,48,32,32,1,4,16,8,4,4,8,1.4503054291591349,0.7040225619712038,0.9216800356506238,1.2415297741273101,0.5893525605260773,1.185342858329526,0.8220905608299427,0.8146197598483252,0.8550427350427351,0.9537762528316532,0.487851,1590597.873804,11481
2721,4,1,1,1,32,1,1,32,1,1,64,16,8,32,32,48,48,16,16,1,2,8,8,2,2,8,0.9905857684918603,0.5555815860372496,0.8041407465007776,0.7790555340806598,0.4904305935293908,0.7478088084372339,0.6952269800386349,0.7268796992481203,0.6648059542796385,0.7171684078492851,0.28287599999999996,856452.615512,3618
2722,4,4,4,2,64,4,2,64,4,3,16,8,40,16,64,48,48,32,32,2,4,8,16,4,2,16,1.3951072536763052,0.6680281690140845,1.12670237879063,1.0570367132867133,0.5424638654429419,1.172125592952338,0.8232855168469714,0.9349613152804642,0.7912053147738057,0.9456573466738062,0.32445100000000004,1217241.715568,9645
2723,8,5,5,1,16,5,3,16,5,4,16,8,20,32,130,112,112,16,16,2,8,16,8,8,4,8,1.9702772220634468,0.7220277058913076,2.0481102492160423,1.4415568933659175,0.6083842416425868,1.8093321076489048,1.3815026590427446,0.8637480455662274,1.0208163265306123,1.3184172723297545,0.49239,1866898.003836,7960
2724,8,2,2,2,32,2,1,16,2,1,64,16,32,32,64,96,96,8,8,2,8,16,32,8,4,32,1.130390424310882,0.6619678995115144,0.9535133889123669,0.7814973987785568,0.567977205358579,1.3863660284176011,0.9185653896259272,0.7693991245523278,0.8800140745953554,0.8944101037847899,0.510232,1770472.851038,6483
2725,8,2,2,2,64,2,2,32,2,2,64,8,20,24,128,96,96,8,8,2,8,16,32,8,2,32,1.457528111003226,0.7362620304253338,1.2255085917440254,1.2073182907348243,0.5931740516049762,1.7060405894132769,0.980503448080143,0.8154787009700548,0.923218899963086,1.0716703015487719,0.506086,1828922.604218,7111
2726,8,2,2,1,32,2,1,64,2,1,64,20,24,32,32,64,64,8,8,2,2,16,8,2,2,8,1.12136053929985,0.6312217194570136,0.8301501822925377,0.7791057277237291,0.5629862794045298,0.8162655340569451,0.8056429987175003,0.7435108632955201,0.8429389956184699,0.7925758710962328,0.44793700000000003,1352767.370973,5593
2727,8,1,1,1,16,1,1,32,1,1,64,8,20,24,32,112,112,32,32,2,8,16,16,8,8,16,0.9915672727079016,0.5548017311966312,0.9641816557243308,0.7759312137059258,0.496666492523218,0.9913679310823954,0.8160132262635805,0.7229388670779585,0.6719505642127889,0.7761576616105257,0.503112,1720212.649396,5392
2728,8,2,2,2,16,2,2,64,2,1,32,12,40,32,32,64,64,32,32,2,8,16,16,8,8,16,1.8093081125216275,0.7235697940503433,1.461316533207725,1.2198012810813537,0.5948127328206066,1.8204501238531623,1.102143677427587,0.9872351289251978,1.030490317264112,1.1943475223501907,0.509466,1790736.047093,7190
2729,8,3,3,2,64,3,2,32,3,3,16,16,24,24,96,112,112,32,32,2,2,16,16,2,4,16,1.929891135303266,0.7447008949599623,1.5124314442413163,1.2199858757062148,0.6012454087713751,1.0851727219148652,1.1406028193192697,1.0614877847927533,1.0258408531583265,1.146817659796372,0.512497,1680089.006751,11017
2730,4,4,4,1,64,4,3,16,4,2,16,20,16,24,96,112,112,8,8,2,8,8,16,8,8,16,1.4968517044220888,0.667652027027027,1.336294621224358,1.104388328234166,0.5513181960119552,1.7478870651641352,1.0366658665386461,0.7872557003257329,1.0292181069958848,1.0841701795493328,0.365146,1457797.959701,8609
2731,8,5,5,2,32,5,3,64,5,4,16,12,20,32,130,112,112,32,32,2,2,16,16,2,8,16,1.9449750266452113,0.763768115942029,1.5028156221616713,1.4709281109354093,0.6097439439538211,1.1022658513035082,1.185614769568649,1.0982675376313547,1.087391304347826,1.1961966980543863,0.53669,1808716.255928,17250
2732,4,3,3,2,64,3,3,32,3,1,32,8,24,24,96,48,48,32,32,2,8,8,16,8,4,16,1.5739326754775373,0.6640996919630355,1.0775409195502106,1.0971239339502812,0.5482294074070788,1.4912607661961037,0.896261900438403,0.9653020469296056,0.7959898154042011,1.0121934619240507,0.347916,1385964.120138,8822
2733,8,5,5,2,32,5,3,64,5,5,64,8,40,24,130,48,48,24,24,2,4,16,32,4,8,32,1.4104141724885204,0.7616829934157701,1.0888869389724916,1.1892702596380802,0.601271734794158,1.2031237923935725,0.83228945846984,0.9404182879377432,0.793968253968254,0.9801473213420476,0.522966,1819761.078188,16441
2734,8,5,5,1,16,5,2,32,5,2,16,12,40,32,130,64,64,32,32,2,4,16,16,4,2,16,1.9434519769882121,0.7236801953005798,1.8304447230621728,1.2365783822476737,0.6025704158398463,1.594964651968592,1.1263978091481106,0.8695749943782325,1.0326176713459951,1.2178089800310463,0.502991,1606744.303625,12730
2735,8,4,4,1,16,4,4,16,4,4,64,12,20,16,32,48,48,24,24,1,8,16,32,8,4,32,1.4919924974751118,0.7347792408985283,1.1572247866834522,1.2782093969663337,0.5900024824320196,1.3930201342281878,0.9196167154644663,0.8375568551007148,0.895452918009309,1.0330950030286803,0.47799,1741700.307086,8115
2736,4,3,3,1,32,3,3,64,3,1,32,20,24,16,96,112,112,8,8,2,2,8,32,2,8,32,1.5064340169307715,0.6612296110414053,0.8666759786290463,1.104539641943734,0.547362593560388,0.9195562166719472,0.8923267646375165,0.795351707116413,0.9750487329434698,0.9187250292749657,0.35995299999999997,1169831.760845,8329
2737,4,4,4,2,64,4,2,64,4,1,16,8,32,24,96,48,48,8,8,2,2,8,16,2,4,16,1.3389392816809214,0.6745839852083629,0.7953787975900526,1.0633573689764333,0.5410366414218798,0.8082859732265921,0.770002228660575,0.8153067678684377,0.7849968612680477,0.8435431006557003,0.299626,999716.290008,7764
2738,4,1,1,1,64,1,1,32,1,1,64,20,20,16,130,64,64,16,16,2,4,8,16,4,8,16,0.9914035536239294,0.560969840331165,0.9633583045452782,0.7760308037862987,0.49053765489430273,0.9808961345462044,0.7974978648754703,0.7360106585458698,0.6685378241112002,0.7739158488066354,0.34356,1099433.230949,5125
2739,4,3,3,1,64,3,1,16,3,1,64,20,24,32,96,96,96,8,8,1,4,8,8,4,4,8,1.1909021113243763,0.63189448441247,0.9781272168361315,0.7810431131923139,0.5398691268718002,1.2583091450196568,0.870233237620271,0.7458052073288332,0.8678001387925052,0.8737759757109287,0.33775299999999997,1119223.948494,6143
2740,8,1,1,1,64,1,1,16,1,1,64,8,16,24,64,48,48,24,24,1,2,16,8,2,8,8,0.9916148141834299,0.5615676059673218,0.8108399490345977,0.7784036047634374,0.49273784890419864,0.7751577594089794,0.7109492355495195,0.7236152694610778,0.6688954265846483,0.7237535015396901,0.446855,1312143.311602,5104
2741,4,4,4,1,64,4,4,32,4,3,32,20,8,16,32,64,64,8,8,1,2,8,32,2,2,32,1.206565070557655,0.6154145581938497,0.8932196069963291,0.9827705311065057,0.525302628447074,0.8224995316800439,0.7443714316492513,0.7827935222672064,0.7932128131937837,0.8184610771212999,0.308907,1081751.552914,8935
2742,4,3,3,2,16,3,2,16,3,3,64,12,24,16,96,48,48,24,24,2,4,8,16,4,8,16,1.4050059630742289,0.6678400450577302,1.197596988998263,1.0662639978837845,0.5455793544285916,1.2748341659159774,0.8343798299845441,0.9385922330097087,0.7793705204113431,0.9677181220849079,0.33497000000000005,1202341.057188,8313
