config_id,fetchWidth,decodeWidth,MemDispatchWidth,MemIssueWidth,MemNumEntries,IntDispatchWidth,IntIssueWidth,IntNumEntries,FpDispatchWidth,FpIssueWidth,FpNumEntries,maxBrCount,numFetchBufferEntries,numRasEntries,numRobEntries,numIntPhysRegisters,numFpPhysRegisters,numLdqEntries,numStqEntries,numDCacheBanks,ICacheWay,ICacheFetchBytes,ICacheTLB,DCacheWay,DCacheMSHR,DCacheTLB,ipc_Dhrystone,ipc_median,ipc_mm,ipc_multiply,ipc_qsort,ipc_rsort,ipc_spmv,ipc_towers,ipc_vvadd,avg_ipc,power_w,area_um2,runtime_s
7724,8,4,4,1,64,4,3,64,4,2,64,8,16,32,64,64,64,32,32,2,4,16,32,4,2,32,1.9002011086497137,0.7336426914153132,1.848302055406613,1.469766028562747,0.6007193720076798,1.6003308380295511,1.163926694515564,0.8570478723404256,0.9960175228992433,1.2411060204252056,0.48832400000000004,1641030.247416,10667
7725,8,4,4,1,16,4,3,16,4,2,16,20,20,32,64,112,112,32,32,2,2,16,8,2,2,8,1.9085008868974993,0.7334158033091078,1.3690975286849074,1.4629203968061941,0.6015556172091371,0.9335379549469002,1.1105039856004115,0.8620151582701738,0.9865877712031558,1.1075705669919431,0.478497,1523063.422434,7980
7726,4,3,3,1,64,3,3,16,3,1,16,20,24,32,96,112,112,24,24,2,8,8,32,8,4,32,1.5806689934527298,0.6689703808180536,1.3795230948807737,1.0955336111614422,0.5484434977478977,1.7898153083942179,1.0886347165768662,0.8579986687375194,1.0309150865622423,1.1156114842590825,0.384679,1451911.005762,10965
7727,4,2,2,2,32,2,2,16,2,1,64,12,16,16,96,96,96,24,24,2,8,8,32,8,2,32,1.4935607853835846,0.6742962752345749,1.3955018273826258,1.0941458559536736,0.5530624756671126,1.7943916419537038,1.0657988092667428,0.9728301886792453,0.9276706231454006,1.107917609185185,0.346494,1357023.387353,5948
7728,8,5,5,1,64,5,1,64,5,3,32,20,40,16,130,112,112,16,16,2,8,16,32,8,8,32,1.2643956118602044,0.6617831728756802,2.3128319821079115,0.7841579664094417,0.5716895948783896,1.483239207262144,1.1349078605919258,0.8248720136518771,0.8828097423226262,1.1022985724400223,0.570723,2047391.154787,19130
7729,4,3,3,2,64,3,2,16,3,3,16,20,24,16,96,64,64,8,8,2,8,8,8,8,2,8,1.388312511653925,0.6720986254782485,1.3955802968960864,1.075271207540459,0.5495262359882793,1.7637479786171166,1.0117130307467057,0.8147914032869785,1.0706335616438356,1.082408316872404,0.34843799999999997,1394779.751579,8222
7730,8,4,4,2,16,4,3,64,4,2,64,8,24,16,64,64,64,32,32,2,8,16,8,8,2,8,1.9443249002444272,0.7619277108433735,1.9246994959286545,1.4424166517564263,0.6114876899936669,2.160501148149083,1.306287572308972,1.0482515586879912,1.0651618398637137,1.3627842853084788,0.49217700000000003,1843165.317886,9538
7731,8,4,4,2,16,4,3,16,4,1,64,16,20,16,64,96,96,32,32,2,8,16,16,8,8,16,2.0498199478013808,0.7558565737051793,1.4941303955210403,1.4299651155915567,0.612533268572165,2.4654735508394046,1.3792965787057367,1.0902170848604456,1.0761617900172118,1.3726060339571244,0.528015,1902690.740392,10811
7732,4,4,4,1,64,4,4,64,4,1,16,20,40,24,32,64,64,16,16,2,8,8,8,8,4,8,1.5806153036182842,0.6573804573804574,1.2806501547987617,1.108183651026393,0.5559034009382829,1.7688676321715595,1.0041853165145613,0.8450611888111889,1.0275267050123253,1.0920415344746461,0.336569,1397489.824725,8678
7733,8,3,3,1,64,3,2,32,3,1,64,20,24,24,96,112,112,8,8,2,4,16,8,4,2,8,1.579475256262304,0.7152767305082189,1.0017759838546922,1.2470351655151077,0.6012044617622306,1.4968661765605742,0.9660822637921874,0.7831105710814095,1.0233224222585924,1.0460165590661463,0.508773,1629851.796344,11286
7734,8,4,4,1,16,4,4,32,4,2,32,12,20,24,64,64,64,8,8,2,2,16,8,2,2,8,1.7170451820009962,0.7321704229700525,1.0728828945662041,1.5043229458232257,0.5967340868817869,0.8769961178772265,0.9328005615702368,0.8079816130380276,1.0088745461879791,1.0277564856573038,0.432769,1387667.184857,6918
7735,8,5,5,2,16,5,1,32,5,5,16,20,40,16,130,48,48,32,32,2,4,16,32,4,2,32,1.2175511352115072,0.6613218070273285,1.0812494554326044,0.7827874158467115,0.5706969957240092,1.0748936009943129,0.7939973341912947,0.885707741639945,0.7430184194890077,0.86791376728408,0.498004,1709524.182694,9836
7736,4,2,2,1,64,2,2,32,2,1,64,12,20,16,32,48,48,24,24,1,8,8,8,8,8,8,1.46306150520731,0.6620603015075377,1.1327187257541873,1.092169436416185,0.5447809221546328,1.41056542225444,0.8995990209863042,0.83882863340564,0.9283593170007424,0.9969048094096645,0.323887,1211372.473475,5577
7737,4,2,2,1,32,2,2,64,2,1,64,12,16,16,96,96,96,8,8,1,2,8,32,2,8,32,1.3846874860518055,0.6657776530039303,0.8432085343480329,1.0877974182521477,0.5443801838547838,0.9114993372830201,0.8473121443986659,0.7678713264495631,0.963776493256262,0.8907011752109124,0.33267899999999995,1036931.22787,6029
7738,4,4,4,2,16,4,2,64,4,4,16,16,40,24,128,64,64,32,32,2,4,8,8,4,8,8,1.559767716634405,0.665497404237407,1.6128801663634,1.0792538712124593,0.5515937837524213,1.6287964539479316,1.0113872544714733,0.9859765425803162,1.1342403628117914,1.1365992840012895,0.381932,1377463.728544,11298
7739,4,4,4,2,64,4,3,16,4,2,16,8,32,16,128,96,96,24,24,2,2,8,32,2,2,32,1.5796763215737526,0.6656842105263158,1.177371916508539,1.0803144682181622,0.5460590556225672,0.9158136251323685,0.9329013095720264,0.9752837326607818,1.1165178571428571,0.9988469441063744,0.338774,1160968.814098,10920
7740,4,4,4,2,64,4,4,64,4,4,64,16,24,32,96,112,112,16,16,2,2,8,8,2,8,8,1.5668181818181819,0.6551104972375691,1.1794981465640149,1.0849670270512763,0.5532382538318292,0.9731144298963448,0.9406735821830161,0.9701455092824887,1.1105683836589697,1.0037926679470768,0.39174200000000003,1454181.31526,15433
7741,8,5,5,1,16,5,4,64,5,5,64,8,40,16,130,48,48,16,16,1,8,16,8,8,4,8,1.4784356086479962,0.7180923542770629,1.0573424785924253,1.245173248210884,0.5940322324814589,1.2991100894462526,0.8991775973349989,0.8346643643427585,0.8532923916751962,0.9977022627787816,0.49477499999999996,1861931.858619,11141
7742,4,4,4,2,64,4,1,64,4,3,32,8,8,24,64,96,96,32,32,2,2,8,16,2,8,16,1.3705563573174682,0.5857001728821931,1.0866938132142387,0.783700583279326,0.5236511393391917,0.880147002133073,0.8742851358874437,0.9011885341412258,0.8331112591605596,0.8710037774838578,0.355298,1222097.383002,10714
7743,8,4,4,1,16,4,1,16,4,2,16,8,24,32,32,64,64,16,16,1,8,16,8,8,4,8,1.3373135615139236,0.6615062761506276,1.817975388221506,0.7865808046313462,0.5717266200362681,1.3589914525844622,1.0204081632653061,0.8245202558635395,0.8747813920951382,1.028200434929124,0.44963600000000004,1568897.692936,5172
7744,4,4,4,1,64,4,2,64,4,4,16,20,32,32,64,64,64,8,8,2,2,8,32,2,2,32,1.4404178757980266,0.6566523605150214,1.0702919487688127,1.1011200145692952,0.5470621563957966,0.8701067073170732,0.8702113190439009,0.7774427020506635,0.9634052388289677,0.9218567025875064,0.321587,1128459.979959,7827
7745,8,4,4,1,32,4,4,16,4,3,16,20,24,16,96,96,96,24,24,1,8,16,32,8,8,32,1.9666966030957789,0.7207111381249051,2.038354139290407,1.4847443059733563,0.6033322918904142,1.8188645174996017,1.3729386052056427,0.8595243387419427,1.0262617972917523,1.3212697485682001,0.525393,1869474.216669,8692
7746,8,4,4,1,16,4,4,32,4,3,64,16,24,32,32,48,48,32,32,2,2,16,32,2,2,32,1.5520036019810897,0.7208206686930091,0.9077243800746105,1.2697537669974275,0.589403152347569,0.8184933798575594,0.7724813307695747,0.8417501088376143,0.8714285714285714,0.9270954401096696,0.4613,1509908.015874,9760
7747,8,4,4,1,64,4,3,32,4,4,64,8,24,16,128,64,64,16,16,1,4,16,8,4,2,8,1.9030764040119008,0.7426021606387976,1.9178579707905108,1.4527270543008168,0.5977471246578125,1.600659942605558,1.1692838770813592,0.8641340782122905,1.007655116841257,1.2506381921267,0.482203,1637123.536983,8963
7748,8,4,4,2,64,4,3,64,4,1,64,8,32,32,96,112,112,16,16,2,8,16,16,8,8,16,1.9544304329108872,0.7824150445397559,1.4692753966374614,1.4356523803870356,0.6114029880280993,2.5088567535492947,1.379241516966068,1.0358960621484061,1.064708386547467,1.3602087735238308,0.551052,1971470.108748,14894
7749,8,4,4,2,64,4,2,64,4,1,16,20,16,16,96,112,112,32,32,2,8,16,8,8,8,8,1.8523221447123566,0.7590014402304369,1.4950304198542257,1.212949495962686,0.6110583721459155,2.392881597518201,1.3668552438976145,1.056268779022125,1.0438230383973288,1.3100211701934323,0.5744750000000001,2021918.491554,14866
7750,4,4,4,1,16,4,2,32,4,2,16,16,16,24,128,112,112,16,16,1,4,8,8,4,4,8,1.5395011082806762,0.6707679253288078,1.6059919761873949,1.101671753291122,0.5456275275045473,1.5862621584066698,1.0001447387465625,0.8549635197877515,0.9936432260627731,1.0998415481773671,0.339854,1183538.356855,6768
7751,4,4,4,2,64,4,4,16,4,3,16,16,16,16,32,112,112,16,16,2,2,8,32,2,2,32,1.6235324901875272,0.6781527023162711,1.0812494554326044,1.0840430300313761,0.544437738708299,0.8883891050583658,0.842724035318796,0.9787395596051632,0.9469897765997728,0.9631397659175751,0.328646,1202352.509161,9948
7752,4,4,4,1,64,4,2,64,4,2,16,8,16,24,32,64,64,16,16,1,4,8,32,4,2,32,1.513612412177986,0.6781527023162711,1.42042007668975,1.089807137707282,0.5466024484308106,1.48234041448086,0.9006308325947552,0.851012323943662,1.0208163265306123,1.0559327416524433,0.30799099999999996,1080897.335136,8572
7753,8,4,4,1,16,4,4,32,4,2,64,20,40,24,64,64,64,8,8,1,8,16,8,8,8,8,1.7511948218116133,0.7389001402087553,1.4113733295422235,1.49253270797334,0.6044003873201553,1.7505494842515257,1.1034108329075114,0.8017831225378396,1.0117313915857604,1.1850973575709696,0.498697,1754014.538381,8679
7754,8,4,4,2,32,4,1,16,4,1,64,20,32,24,32,64,64,32,32,2,2,16,8,2,8,8,1.306763454599065,0.6614140287268163,1.1456861930480542,0.7807153463748466,0.5679719849078801,0.8972240269947394,0.9028666997674236,0.9789873417721519,0.8606331727460427,0.9002513609930022,0.48545900000000003,1499524.691644,12574
7755,4,4,4,1,64,4,2,16,4,1,16,16,8,16,64,64,64,8,8,2,2,8,8,2,2,8,1.2529567377270983,0.6040499235863475,0.8272448503433104,0.9872637465812141,0.5273985755557168,0.86660593638503,0.8230109575988566,0.7703187250996016,0.8678001387925052,0.836294399074409,0.28357,933191.061636,5904
7756,8,5,5,2,32,5,2,16,5,3,16,16,20,32,130,96,96,8,8,2,2,16,32,2,8,32,1.483336786573801,0.7452859836580766,1.121712013016361,1.2361359570661896,0.5998272188544999,0.9465209604669673,0.9421613809277085,0.8213678844519966,1.0024048096192384,0.9887503327372043,0.48371,1569692.242909,8608
7757,8,4,4,1,64,4,1,64,4,2,64,8,16,24,32,64,64,16,16,2,4,16,32,4,8,32,1.3202212922902334,0.6629857422421023,1.7872110607042557,0.7856609167397589,0.5693299182782225,1.2768208661417322,0.9275167785234899,0.8123949579831933,0.8806338028169014,1.0025305928577655,0.474536,1565631.344593,8312
7758,8,4,4,1,16,4,4,16,4,2,64,16,24,24,32,64,64,32,32,1,4,16,8,4,2,8,1.97926502488197,0.7552547770700637,1.8672133614204032,1.4934543658144992,0.599588595159201,1.5963623481592661,0.9961078275911778,0.8604806408544726,1.0187372708757638,1.2407182457585355,0.458409,1531617.77758,8124
7759,4,4,4,1,16,4,3,64,4,2,16,8,16,32,96,64,64,8,8,2,4,8,32,4,2,32,1.4969480075596124,0.6665261382799326,1.3371585582673347,1.1004186004186005,0.5496826589929593,1.5278377558486054,0.9496715318435447,0.7988019004337946,0.9976067012365377,1.0471835392089917,0.29792399999999997,1092401.084642,7280
7760,8,4,4,1,32,4,4,64,4,1,16,20,16,16,96,48,48,8,8,2,4,16,32,4,2,32,1.469657492064996,0.7310419235511714,0.9649688958009331,1.2701538784727693,0.5879926541952918,1.2502701518691588,0.8255477766361616,0.8098429319371728,0.9078039927404719,0.9796977441409029,0.473521,1554410.455663,12277
7761,4,4,4,2,16,4,2,16,4,3,64,20,16,32,64,112,112,32,32,2,8,8,32,8,2,32,1.5736399374392358,0.6655907942744878,1.6180324662624683,1.0744591052467902,0.5542803580718655,1.86343899970618,1.0882918070998835,0.9829689883070666,1.1493566176470589,1.1744510082283373,0.382702,1551122.96722,10393
7762,8,4,4,2,64,4,2,16,4,2,16,20,24,16,96,64,64,16,16,2,2,16,32,2,8,32,1.9701938037829312,0.750237266687757,1.3088809197342053,1.2156320683588842,0.6015380496945804,0.9960446029188503,1.0732480119284293,1.0306503198294243,1.067434912505335,1.1126511061600444,0.483643,1529414.075802,9241
7763,4,4,4,2,16,4,4,64,4,3,16,20,32,16,128,112,112,16,16,2,2,8,16,2,2,16,1.5517318994622984,0.6792209652012029,1.1381207869032879,1.0909377960214715,0.5503582545499887,0.9034107995462819,0.9302388196332894,0.983969465648855,1.07755277897458,0.9895046184379171,0.358288,1309008.22774,9931
7764,8,4,4,1,16,4,1,64,4,2,16,12,40,32,96,64,64,32,32,2,4,16,32,4,2,32,1.3144689174970163,0.6630784286313435,1.8485773871592432,0.7821039355819293,0.5675963644880845,1.2801713503936125,1.0366036603660367,0.8248720136518771,0.8806338028169014,1.0220117622873381,0.4799,1556090.288254,8928
7765,4,4,4,1,16,4,2,32,4,2,64,8,24,24,32,112,112,32,32,2,4,8,32,4,4,32,1.4982734334124843,0.6477738322862606,1.420582679869498,1.0885808164918755,0.544764112894339,1.469542755140572,0.9056831288665199,0.8497033618984838,0.9996003197442046,1.0471671600671375,0.321383,1175335.290895,6787
7766,4,4,4,2,16,4,4,16,4,1,64,20,16,16,96,48,48,24,24,2,4,8,8,4,8,8,1.518365948560661,0.6701992369648156,0.9897116880009571,1.0810387984981227,0.5473238089333321,1.2736678468358573,0.8285371702637889,0.9248983496771107,0.80032,0.9593403164149605,0.341601,1188763.86705,8484
7767,4,2,2,2,16,2,2,64,2,2,16,16,20,32,32,64,64,16,16,2,8,8,8,8,4,8,1.48318313293333,0.6740088105726872,1.5765101950073048,1.0819092779815693,0.5490989710142352,1.7956146973700768,1.0590038314176244,0.9624191139870583,0.9388138138138138,1.1245068715664113,0.32868,1318024.651324,5680
7768,8,4,4,2,64,4,1,64,4,4,64,8,32,16,64,48,48,8,8,2,2,16,16,2,2,16,1.2681427987464233,0.6748719408081958,0.8604562473998059,0.7809170164675493,0.5661532964415289,0.7751647774598921,0.7436504520017219,0.7851776649746193,0.7837668442494515,0.8042556709499098,0.45499599999999996,1501637.965243,9530
7769,4,4,4,1,64,4,3,16,4,4,64,16,16,16,96,112,112,24,24,2,2,8,32,2,8,32,1.5839644638085675,0.6613218070273285,1.1816883302385373,1.103028368147405,0.5467112567957922,0.969977964959187,0.943087211682817,0.8467265163126779,1.013781921361978,0.983365315592699,0.375151,1314287.464686,13914
7770,8,4,4,2,32,4,4,32,4,1,32,12,40,24,64,64,64,8,8,2,8,16,8,8,8,8,1.604209219949841,0.7738619676945668,1.0234217145684714,1.4646036456125477,0.6152655186662087,1.8887822634017206,1.1102185089974292,0.8206706281833617,0.9842581660763479,1.142810181461166,0.493387,1781929.990406,7607
7771,4,4,4,1,16,4,2,64,4,1,16,8,32,32,64,112,112,24,24,1,8,8,32,8,2,32,1.5393101395102669,0.6499931478689872,1.380060053380783,1.0935521794176162,0.5504661116975552,1.7807508319467553,1.0821222751190178,0.8534539836680645,1.0266830870279147,1.106265756626329,0.342548,1275732.599468,8944
7772,8,5,5,1,32,5,1,64,5,4,16,8,40,16,130,48,48,32,32,1,2,16,32,2,8,32,1.228544462118262,0.6483050847457628,0.8609935474918476,0.7864529136316337,0.564487987576505,0.7911742147721708,0.7556041552761071,0.7877368099409249,0.7375405485107638,0.7956488582293308,0.49385199999999996,1540837.093974,12112
7773,4,4,4,2,64,4,2,64,4,1,32,8,40,32,32,48,48,32,32,2,4,8,32,4,8,32,1.3888718932107655,0.6583842309827873,0.9971073882126069,1.0640123185217774,0.5425996171610207,1.1730409585071622,0.8380836870830807,0.9360929557007989,0.8034050754898812,0.9335109027633199,0.33974,1204371.235835,10614
7774,4,4,4,1,64,4,1,32,4,2,16,12,16,16,96,64,64,16,16,2,4,8,8,4,2,8,1.3320404468330245,0.6134247284014486,1.5892296855990267,0.7835736270856958,0.5380687012930472,1.2721822274723071,0.9364412522021954,0.8238176395398381,0.8678001387925052,0.9729531608021209,0.308317,1085948.708705,6498
7775,4,4,4,1,64,4,3,64,4,4,64,8,16,16,64,96,96,8,8,1,8,8,8,8,2,8,1.4969480075596124,0.6753524134985049,1.3928391043268422,1.1017219387755102,0.548633399477065,1.7425509830260104,1.0421379663982144,0.8120537589248215,1.0191524042379787,1.0923766640249513,0.352722,1445318.013374,12225
7776,4,4,4,1,16,4,1,64,4,1,16,12,40,32,96,48,48,24,24,2,4,8,32,4,2,32,1.3064241046048892,0.6222776174232485,0.992045727076505,0.7837259794549402,0.528883639522593,1.1594039026636154,0.7959912452482433,0.8036159600997507,0.8501019714479946,0.8713855719490866,0.305437,1056614.229371,6426
7777,8,5,5,2,16,5,5,16,5,4,32,20,40,16,130,96,96,16,16,2,4,16,8,4,8,8,2.028199400708254,0.758637236084453,2.3434047776413935,1.4883992861099145,0.6092179528257708,2.087008982437324,1.2830510992275699,1.048820179007323,1.09741114523914,1.4160166732534603,0.5165890000000001,1836920.763469,10488
7778,4,4,4,2,32,4,4,64,4,1,64,20,32,32,32,64,64,32,32,2,8,8,32,8,4,32,1.5507364702745934,0.6781527023162711,1.291848844472205,1.087455035971223,0.5516356381198084,1.902802471330785,1.0180928807166432,0.9711200401808137,0.9527619047619048,1.1116228875715832,0.383113,1524959.992255,13788
7779,4,4,4,2,64,4,1,16,4,4,64,8,16,16,32,112,112,32,32,2,8,8,8,8,2,8,1.2951072889705268,0.6324843312441659,1.4689275568181819,0.7812954288483283,0.5359662779553408,1.3705758055995774,0.9425726367480562,0.9422514619883041,0.8806338028169014,0.9833127323321535,0.365596,1534708.191755,11859
7780,8,4,4,1,16,4,4,16,4,1,64,20,20,32,96,64,64,32,32,2,2,16,32,2,4,32,1.9758614101012675,0.7271194235781082,1.149559981472904,1.4873009040034437,0.5998272188544999,0.9777540497793106,1.090042907622413,0.8701620162016201,1.0117313915857604,1.0988177003554809,0.477646,1489113.648053,8837
7781,4,3,3,1,64,3,2,32,3,3,64,12,24,24,96,112,112,8,8,2,2,8,32,2,2,32,1.4393040788710614,0.6514215080346106,1.0609584063608772,1.0807006568658117,0.5445504855566717,0.8632289482174544,0.8684832336232466,0.7877368099409249,1.0032089851584436,0.9221770125143445,0.333139,1142461.36913,7348
7782,4,4,4,1,64,4,2,16,4,3,32,8,16,32,96,64,64,16,16,2,8,8,8,8,2,8,1.5468703254329688,0.6535758577924762,1.6051610399689562,1.0875039345294302,0.5497242238235033,1.7855787278415016,1.088600415905224,0.8570478723404256,1.0296418279127213,1.1337449139496898,0.319936,1315142.106285,6798
7783,4,4,4,2,64,4,4,16,4,4,16,20,16,24,32,112,112,16,16,2,4,8,32,4,8,32,1.623560812225246,0.6765083440308087,1.4730251053474983,1.09029844017672,0.5527681119231423,1.6305956291958292,0.9262486260421973,0.9701455092824887,0.9448432187381942,1.098665977440236,0.36735500000000004,1416359.847094,10936
7784,8,2,2,2,16,2,2,16,2,2,32,20,20,16,128,64,64,32,32,2,2,16,8,2,8,8,1.7829993486340472,0.7266738164547265,1.3001047668936616,1.2122199388501829,0.5810265716381142,1.0004323364278496,1.0610853475016124,1.060032894736842,1.0072492952074104,1.0813138129271609,0.493633,1514256.433069,7166
7785,8,4,4,1,64,4,2,32,4,2,64,8,16,24,64,64,64,32,32,1,4,16,32,4,4,32,1.9329373403393633,0.7221376370280146,1.8415819544408993,1.237274262035095,0.5989115896799705,1.599478787199462,1.1690860487936927,0.8585701598579041,1.0117313915857604,1.2190787967733514,0.483868,1555487.55481,9200
7786,8,2,2,2,16,2,2,64,2,1,16,8,20,24,32,112,112,24,24,2,2,16,8,2,4,8,1.8114738942143935,0.7287953288260602,1.1878529721451134,1.2113092256836622,0.587539814594723,0.9655858802300665,0.9500893716485632,0.9822199644399289,0.9448432187381942,1.0410788522800785,0.4594,1437094.380671,7400
7787,8,4,4,1,64,4,4,64,4,1,32,8,40,16,32,112,112,16,16,1,8,16,16,8,2,16,1.9612053524391528,0.7275655775425679,1.437449322367659,1.5050718775281597,0.6054129518957578,1.8099823480292156,1.1082242750833975,0.8593333333333333,1.0212331563903634,1.2261642438455118,0.503613,1794625.345685,13205
7788,8,4,4,1,64,4,4,64,4,1,16,20,16,16,64,112,112,32,32,2,2,16,8,2,2,8,1.921067569380657,0.7139846454914948,1.1664160165429083,1.4945618588555185,0.5976748572174695,0.9660325627052093,1.1146599561233708,0.8517621145374449,1.0309150865622423,1.0952305186018128,0.5190990000000001,1656693.813328,16930
7789,4,4,4,2,64,4,1,16,4,4,16,16,40,16,32,112,112,16,16,2,4,8,8,4,2,8,1.29373905307348,0.6328218812541695,1.464334179007611,0.7780530176296487,0.531563305104064,1.2629308119509983,0.8732244856695143,0.9336069531627234,0.8778518778518779,0.9609028405226763,0.344226,1284416.849233,9381
7790,8,4,4,2,64,4,2,32,4,1,16,20,40,24,128,64,64,32,32,2,2,16,8,2,8,8,1.8794604091358873,0.7563387019614096,1.161557542004025,1.207499126266913,0.608737840167467,1.011339676464856,1.0888405660080047,1.068232044198895,1.040782355389097,1.0914209179551726,0.5126580000000001,1600674.882144,9929
7791,8,3,3,1,16,3,2,64,3,2,16,8,24,32,96,112,112,24,24,2,4,16,32,4,4,32,1.8808467640074773,0.7107747639742245,1.9941346617387112,1.2382244521810362,0.597761580243092,1.7890299326124433,1.2371097106846176,0.8359273670557718,1.0317656765676568,1.2572861010072256,0.492156,1619441.004596,8852
7792,8,4,4,1,64,4,4,32,4,2,64,12,16,32,32,64,64,32,32,1,2,16,8,2,8,8,1.940453479280688,0.7333024118738405,1.2886292834890967,1.4754148365056126,0.6011635203299883,0.9631960850489368,0.927765843179377,0.8543968183826779,0.9716394716394716,1.0839957499699655,0.48706900000000003,1533253.404681,12397
7793,8,1,1,1,32,1,1,64,1,1,16,8,24,32,128,64,64,8,8,1,4,16,16,4,2,16,0.9368073520086163,0.5610361958836054,0.8898888490498387,0.7737466807435135,0.4948607579731326,0.9658745424086368,0.7014943555591651,0.6815297849841382,0.6674673071790765,0.7414117584210804,0.446376,1373303.766552,5077
7794,8,3,3,2,32,3,2,16,3,3,16,12,24,24,96,64,64,8,8,2,8,16,8,8,8,8,1.528427379622939,0.7226877952156027,1.384602510460251,1.2243709816230446,0.6065688021163086,1.7773683609603188,1.0611831193562258,0.8154787009700548,1.024580090126997,1.1272519711613047,0.504134,1795758.339995,6934
7795,4,4,4,1,32,4,4,16,4,3,64,12,32,32,96,112,112,32,32,2,2,8,8,2,4,8,1.605219131064696,0.6713375796178344,1.182082301390741,1.0974724327267777,0.550713852844717,0.9804861290045521,0.9421099991819595,0.8485845951283739,0.9593402378212504,0.9819273620867668,0.34174200000000005,1205256.473636,9895
7796,8,4,4,1,32,4,3,16,4,1,16,8,24,32,128,112,112,8,8,2,4,16,16,4,2,16,1.7345820519988817,0.7207111381249051,1.0213159952265338,1.4574545016270941,0.6030025956790726,1.530787935134362,1.0080233406272794,0.8007869124042245,1.0275267050123253,1.100465686203853,0.466506,1530172.50275,6733
7797,8,4,4,2,16,4,3,16,4,2,16,16,24,32,32,64,64,8,8,2,2,16,32,2,8,32,1.6004023833475198,0.7708434909800097,1.0761392706933184,1.4281918034723042,0.6032733911277726,0.9397679625930235,0.9012651623842441,0.8399218071242398,0.9723950233281493,1.014688921672287,0.447719,1417021.908331,6597
7798,4,4,4,2,16,4,3,16,4,4,16,16,40,16,96,112,112,24,24,2,2,8,8,2,2,8,1.592692735518097,0.6656842105263158,1.186717031653438,1.082684215238607,0.545124538521593,0.922379569828761,0.9202290584631775,0.9907763259031515,1.1165178571428571,1.002533949199555,0.328252,1198417.613088,8264
7799,8,4,4,1,16,4,2,16,4,4,16,20,20,32,64,112,112,8,8,1,8,16,8,8,8,8,1.5757580888204121,0.7292435424354243,1.485989701832116,1.237590830007164,0.5992193939393939,1.7196613641841407,1.0817495851466858,0.7812121212121212,1.0191524042379787,1.136619670201715,0.508219,1815175.776992,8178
7800,8,5,5,2,16,5,1,64,5,3,16,8,20,16,130,96,96,32,32,2,2,16,8,2,4,8,1.3320785773070454,0.6425088052018423,1.5340255887261265,0.7856864401273471,0.5724283590316022,0.9751704186290199,1.0515903211078983,0.997420686097498,0.8797045374604291,0.9745126370765342,0.48809600000000003,1591177.763099,12871
7801,8,4,4,1,64,4,3,64,4,1,64,8,40,32,64,64,64,8,8,2,4,16,16,4,4,16,1.7478402944711537,0.7196176604460628,1.021946800625875,1.4605350564647623,0.6021329877418977,1.5541709400157926,1.0152806347340582,0.8042845257903494,1.007655116841257,1.1037182241256898,0.471636,1561443.944217,10844
7802,4,2,2,1,64,2,2,16,2,1,16,16,40,32,96,112,112,24,24,1,2,8,32,2,4,32,1.4914784336663969,0.6523174253885298,1.074927454632076,1.0835088033690248,0.5463608070591148,0.9743935540039946,0.9235498529804865,0.8532656663724625,0.9865877712031558,0.9540433076305823,0.339204,1050630.954731,5960
7803,8,4,4,1,16,4,4,16,4,3,16,20,24,16,128,64,64,32,32,2,2,16,8,2,8,8,1.9764908256880733,0.7089686098654708,1.3185464591191627,1.4924406047516199,0.5972329609154521,0.9897405960280212,1.0939775821670572,0.8587608261159227,0.9972089314194578,1.1148185995633595,0.49773700000000004,1583786.093755,7980
7804,8,4,4,2,16,4,1,64,4,2,64,16,24,24,128,112,112,16,16,2,2,16,32,2,4,32,1.28180090348171,0.6830357142857143,1.5300536341779176,0.7809674502712477,0.5707417994744645,0.9623354070777064,1.044406154590248,0.9395043731778425,0.8681013536966331,0.9623274211370537,0.519573,1642451.273948,12414
7805,4,4,4,1,16,4,1,32,4,4,64,16,32,32,128,64,64,16,16,2,8,8,32,8,8,32,1.3267236402255183,0.632568684982662,1.5889244558258642,0.7820027807417467,0.5388781093985044,1.3552806534333746,1.0098205412988834,0.8129072945133488,0.8831214689265536,0.9922475143718285,0.384732,1492594.536056,9144
7806,4,4,4,1,64,4,4,64,4,2,16,20,24,32,96,64,64,32,32,2,8,8,8,8,2,8,1.6099953292853806,0.6567432844087511,1.6075523026102727,1.0975222363405337,0.5502381906415564,1.7834400874863303,1.0951218739104251,0.8384648742411102,1.0317656765676568,1.1412048728324462,0.371866,1498254.543814,12794
7807,8,4,4,2,16,4,1,16,4,3,64,16,16,32,32,112,112,32,32,2,8,16,32,8,8,32,1.3022107177836855,0.6598497495826378,2.01044957472661,0.7782032305811185,0.5748084963885233,1.3919557141579757,1.0252833996082853,0.9512915129151291,0.8750874737578727,1.063237763277982,0.5321549999999999,1968312.043892,10125
7808,4,4,4,1,64,4,1,64,4,2,64,8,40,32,128,64,64,16,16,2,4,8,8,4,8,8,1.3476151863542905,0.6323156912411678,1.5892296855990267,0.7832944681953621,0.537292085104903,1.2670331784414124,0.9481859597123882,0.8298283261802575,0.879395218002813,0.9793544220924022,0.359149,1230045.411215,10068
